Record_ID,Operator_Name,Installation_ID,Time,Solar_Irradiance,Panel_Temperature,Ambient_Temperature,Cloud_Cover,Humidity,Wind_Speed,Rainfall,Dust_Level,Panel_Efficiency,Inverter_Efficiency,Solar_Power_Output
107187,Kumar,INST-6806,18:30,10.5,27.3,28.9,10.1,40.9,6.7,0,25.8,22.69,98.51,0.01
107188,Kumar,INST-9186,5:00,0,30.4,29.5,64.3,68.9,5.3,9,0.3,18.66,98.24,0.04
107189,Akash,INST-5721,13:45,504.8,44.8,41.4,55,20.4,5.7,9.4,5.5,18.5,98.62,0.75
107190,Divya,INST-2855,10:00,395.1,22.9,18.6,63.9,93.9,7.5,18.4,27.1,20.3,95.85,0.8
107191,Akash,INST-1063,0:15,0,31.6,33.1,68.6,60.6,13.2,10.7,1.1,21.31,96.15,0
107192,Priya,INST-8009,18:15,0,32,30.6,73.1,30.1,15,17,1.6,17.84,92.69,0.09
107193,Ravi,INST-2650,14:30,292.1,34.3,30.6,81.3,36.3,1.3,17.4,29.5,18.32,95.22,0.35
107194,Ravi,INST-9114,6:00,0,25.2,23.3,25.5,43,5.2,0,7.9,18.21,95.49,0.17
107195,Ravi,INST-7081,8:00,190.7,19.6,18.5,70.3,93,9,21.4,22.4,22.57,97.43,0.38
107196,John,INST-2946,18:30,0,28.9,27.9,52.3,89.5,0.9,7,10.9,19.07,98.43,0.02
107197,Meena,INST-8282,7:00,172.3,34.2,31,41.7,77,4.4,10.6,3,18.07,98.98,0.27
107198,Meena,INST-2221,13:00,649.8,44.3,38.5,37.1,34.4,10.4,0,7.1,17.09,92.35,1
107199,Priya,INST-1129,4:15,0,42.1,41.6,50.6,64.4,14.1,13.3,5,19.82,96.78,0
107200,Divya,INST-1222,20:45,0,21.2,22.6,20.5,62.5,1.3,0,10.1,17.96,94.32,0.18
107201,Akash,INST-5334,12:00,382.3,42.3,40.1,74.5,43.5,13.2,4.5,20.6,21.75,93.26,0.65
107202,John,INST-2813,8:00,295.3,37.2,35.7,49.8,50.2,8.6,19.7,0.7,18.71,95.77,0.59
107203,Kumar,INST-7299,22:00,0,25.5,25.3,50.3,64.7,12.2,11,9.4,19.16,95.81,0
107204,Ravi,INST-4720,0:15,0,18.6,19.5,20.8,23.7,8.1,0,17.9,19.05,94.98,0
107205,John,INST-5345,9:30,262.2,20.6,20.2,74.3,46.1,10.3,15.5,2.5,22.92,94.49,0.7
107206,John,INST-5161,23:30,0,28.4,26.9,65,21.9,0.4,3.2,27.6,18.65,96,0.2
107207,Priya,INST-7705,18:45,18.7,23.8,25.4,0.9,76.5,4.5,0,19.7,17.33,95.33,0
107208,Arun,INST-3458,11:45,327.4,24.5,19.8,78.6,78.7,11.5,0.4,25,18.26,97.02,0.44
107209,John,INST-6277,10:15,562.9,42.2,36.5,40.5,36.8,9.5,17.9,1.9,19.78,94.24,1.21
107210,Kumar,INST-8068,19:30,0,23.3,24.9,60.4,78.6,4.7,10.3,24.9,19.24,98.49,0
107211,Priya,INST-1712,19:00,0,22.6,21.5,25.4,39.3,12.9,0,13.2,22.73,93.68,0.17
107212,John,INST-9772,6:45,0,28.4,27.2,60.2,22.4,2.8,21.2,27,19.87,98.8,0
107213,Meena,INST-7580,10:45,307.2,34.5,30.4,74.8,86.5,2.7,5.3,26.4,19.44,98.98,0.55
107214,Arun,INST-6856,20:45,0,40.3,41.1,55.5,43.9,7.9,23.3,2.7,17.75,98.77,0
107215,Kumar,INST-9172,2:15,0,25.7,25.6,83.2,62.8,7,14.7,25.4,19.64,96.21,0.19
107216,Ravi,INST-7324,11:15,355.6,42,38.7,77.2,52.6,2.3,20.2,22.5,18.01,97.01,0.43
107217,Arun,INST-2512,1:00,0,20.1,20.1,73.6,76.3,1.3,22,14.2,22.36,93.81,0
107218,Arun,INST-9108,12:15,1000,33.4,26.9,1.2,42.6,0.5,0,2.6,18.78,95.67,1.61
107219,Divya,INST-8396,16:15,442.9,22.7,20.9,11.5,26.4,2.3,0,20.6,20.78,93.9,0.64
107220,Priya,INST-4862,0:15,0,28.4,29.5,61.3,28.1,5.8,0.6,13.6,21.17,94.06,0
107221,Kumar,INST-2773,4:15,0,34.9,33.1,46.2,27.2,13.6,11.6,12.4,17.6,96.67,0.08
107222,Arun,INST-1235,12:30,513.4,26.1,20.9,57.7,85,8.7,12.4,15.2,18.17,93,0.62
107223,Akash,INST-2543,6:45,6.2,36.5,34.7,42.9,44.3,9.9,23.2,3.3,20.32,97.84,0.12
107224,Ravi,INST-5688,11:00,462.5,35.4,29.9,64,80.9,4.4,23.2,6.8,18.52,94.65,0.66
107225,John,INST-8455,11:30,277.8,23.6,23,86,52.6,6.1,0.6,6.9,22.02,96.62,0.5
107226,Divya,INST-1949,0:00,0,29.9,29.1,63.3,37.7,6.2,24.4,21.8,21.37,96.69,0.01
107227,Arun,INST-6135,18:30,2.8,32.5,34.4,10.8,60.2,9.8,0,21.6,17.68,96.75,0.19
107228,Kumar,INST-1770,15:15,321.9,24.9,22.2,62.7,44.6,6.8,6.9,16.1,18.28,97.91,0.51
107229,Meena,INST-9701,22:30,0,36.9,36.7,72.9,34.1,3.3,6,14,18.56,96.45,0
107230,Priya,INST-6346,17:45,255.8,30.5,28.6,3.2,70.8,14.8,0,9.8,20.4,94.02,0.29
107231,Arun,INST-7668,11:00,916.2,44.5,37.6,6.7,36.2,1.4,0,21.5,22.67,96.49,1.89
107232,Kumar,INST-4820,18:00,0,23.9,24.2,4.8,78.4,7.1,0,26.1,21.61,94.47,0
107233,Ravi,INST-4550,21:00,0,42.9,41.1,88.5,73.2,6.6,23.1,6.5,19.7,94.4,0.05
107234,John,INST-5001,5:00,0,30.4,31.3,53.3,64.6,8,7.3,0.3,18.9,96.55,0.19
107235,Divya,INST-4407,14:30,425.8,35.2,33,60.1,69.4,11.9,2.2,17.5,17.72,96.22,0.86
107236,Akash,INST-9839,15:30,372.8,39,35.6,56.4,31.2,0.6,21.9,16.4,18.55,92.68,0.61
107237,Akash,INST-5425,11:45,344.5,29.7,27.1,79.6,32.1,8.5,18.8,10.9,20.06,92.94,0.62
107238,Arun,INST-5808,21:45,0,34.8,35.4,58.6,76.9,6.8,18.9,8.2,22.02,98.71,0
107239,Arun,INST-5379,12:15,910.9,35.1,29.3,9.9,60.3,1.5,0,16.4,21.47,93.27,1.54
107240,Kumar,INST-2148,22:45,0,37.1,36.3,46.7,28.4,4.2,4.3,12,21.62,95.1,0.17
107241,John,INST-2502,15:00,434.6,30.7,28.3,43.2,82.4,6.2,0.2,15,21.05,98.8,0.97
107242,Akash,INST-7532,14:00,704.6,38.3,32.9,21.3,87,2.2,0,8.4,21.1,98.24,1.51
107243,Divya,INST-4068,7:45,135.3,42.8,41.6,62.8,25.4,14.2,21.5,29,17.17,98.62,0.29
107244,Arun,INST-4194,5:00,0,31.8,31.2,64.6,28.7,6,20,28.9,20.68,96.53,0
107245,Akash,INST-1174,23:15,0,32.7,34.1,80,34.5,8.6,11.3,5,19.7,98.95,0
107246,Kumar,INST-5136,21:45,0,32.4,30.7,23.3,41.1,2.7,0,16.2,22.61,93.28,0.13
107247,John,INST-5093,9:15,585.4,24.9,19,22.2,57.5,2.1,0,19.1,17.74,98.26,0.8
107248,Priya,INST-1616,7:00,167.5,27,27.3,45.1,34.7,4.3,3,28.5,18.16,94.67,0.17
107249,Arun,INST-3654,1:15,0,41.5,41,47.2,23.3,9.7,10.5,21.7,21.85,98.55,0.19
107250,Akash,INST-9083,22:30,0,22.2,23.7,71.1,59.7,6.6,22.8,15.2,19.38,98.78,0.02
107251,John,INST-2461,15:45,236,25.7,22.6,79.5,39.4,0.4,2.5,14.2,20.99,95.82,0.48
107252,Priya,INST-5575,13:00,888,43.2,37,7.8,28.7,13.1,0,28.4,18.01,96.61,1.5
107253,Priya,INST-6354,6:00,0,25.4,24.4,38.7,78.1,12.5,0,7.3,22.1,92.78,0.14
107254,Arun,INST-1841,2:30,0,28.1,29.2,92.1,41.8,12.4,3.5,29.3,20.7,98.84,0
107255,Ravi,INST-2976,22:30,0,32.4,33.2,28.2,36,6,0,15,19.08,92.47,0.13
107256,Ravi,INST-4943,10:45,735.4,31.5,24.8,19.4,27.7,3.9,0,18.4,21.01,98.09,1.34
107257,John,INST-8062,16:30,335.8,35.2,32.8,40.9,77.8,2,17.9,2.2,19.17,93.52,0.72
107258,Ravi,INST-2234,16:30,155.7,30.8,30.8,84.3,31.2,1.1,0.6,29.4,17.8,98.69,0.13
107259,Priya,INST-6207,12:15,826.1,33.3,25.8,20.3,66.5,14.1,0,27,21.78,92.94,1.33
107260,John,INST-9770,2:45,0,33.8,33,40.7,69.7,2.8,1.7,7.9,17.95,95.27,0
107261,Priya,INST-5962,9:00,250.3,41.1,38.3,75.2,86.1,1.6,3,4,17.69,93.04,0.2
107262,Priya,INST-8093,11:45,443.9,42.2,37.6,64,34.9,4.1,11.8,28.6,21.42,98.6,0.65
107263,Divya,INST-8215,20:45,0,30.3,29.4,57.4,67,6.7,24.7,10.2,19.66,95.82,0.1
107264,Priya,INST-7373,16:30,164.5,23.7,22.4,83.9,50.7,3.1,23.5,14.1,18.56,98.94,0.38
107265,Ravi,INST-8778,5:15,0,35.1,35.8,73.2,91.7,8.1,10,16,21.33,92.72,0
107266,Arun,INST-3384,9:00,710.9,25.5,21.3,2.4,87.8,13,0,24.8,21.06,92.41,1.29
107267,Divya,INST-9310,16:15,237.9,43.6,40.2,64.6,22.8,6.6,16.5,0.2,22.79,94.1,0.53
107268,Arun,INST-1958,9:45,304.5,37,33.2,67.6,63,8.4,18.7,16.6,19.11,95.03,0.33
107269,Akash,INST-5629,12:45,601.1,30.8,27.6,48.8,72.4,7.4,18.3,17.7,22.11,98.4,1.32
107270,Divya,INST-5239,10:30,716.1,30,24,19.1,92.6,4.2,0,6.5,19.8,92.47,1.41
107271,Divya,INST-3473,16:00,430.6,32.4,29.1,15.8,84.6,13.5,0,11.3,22.19,98.18,0.98
107272,John,INST-3409,23:30,0,26.4,25.3,59.2,38.1,8.1,3.9,28.9,19.57,92.47,0
107273,Arun,INST-4694,9:15,319.9,26.7,22.4,68.8,66.9,5.2,3.8,21.3,20.53,94.11,0.59
107274,Akash,INST-9949,7:15,106.5,23.2,20.7,70.6,24.8,9.1,6.2,16.7,17.51,95.02,0.1
107275,Priya,INST-9258,9:45,225.7,41.8,41.8,81.6,58.7,4.7,21,1.8,21.71,96.7,0.61
107276,John,INST-4080,9:45,445.9,28.5,22.8,41.4,38.7,9.8,18.5,25.2,22.13,94.79,0.96
107277,Akash,INST-4022,4:45,0,40.8,40.4,59.8,25.3,13,16,11.9,22.66,92.61,0
107278,Kumar,INST-2506,2:45,0,21.2,20.6,71.1,68,13.2,4.9,17.2,19.45,95.53,0
107279,Akash,INST-9107,17:45,238.2,35.2,35.1,0.7,26.1,12.7,0,23.2,18.48,97.46,0.19
107280,Ravi,INST-6989,5:30,0,30.5,31.8,70.5,34.8,13.9,15.5,6.2,18.02,98.22,0.14
107281,Akash,INST-3783,21:30,0,38.6,36.9,28.2,89.2,2.5,0,26.6,21.08,97.05,0
107282,Divya,INST-4228,4:45,0,19.6,19,68.1,24,6.8,7,9.9,20.81,98.56,0.11
107283,Arun,INST-4418,6:45,16.7,32.8,32.2,3.7,24.5,12.9,0,0.1,21.78,95.41,0.16
107284,Ravi,INST-2933,11:30,717.8,38.7,31.2,28.8,62.4,0.9,0,24.2,19.81,92.86,1.22
107285,John,INST-1132,16:15,190.6,33.2,32.4,72.9,51.5,5.9,21.4,27.6,20.5,97.19,0.22
107286,Kumar,INST-8330,23:30,0,19,19.5,46.8,80.8,14.6,11,13.6,18.13,98.47,0.06
107287,Divya,INST-2085,18:30,0,42.6,40.7,54.6,36.6,6.5,5.4,23.1,21.86,95.52,0
107288,Kumar,INST-7261,21:15,0,35.4,36.4,81.3,72.1,1,9.3,18.8,18.29,97.09,0
107289,Divya,INST-1658,5:30,0,41.5,40,40,32,11.7,0,13.7,17.63,95.61,0
107290,John,INST-7188,2:15,0,16.3,18.2,55,67.3,12.3,10.5,1.7,22.66,93.33,0.14
107291,Arun,INST-4122,1:00,0,29.1,29.7,90.1,29.3,12,13.2,1.4,20.82,96.79,0
107292,Priya,INST-3556,2:15,0,28.4,29.3,88.1,45.7,2.6,3.7,13.3,18.47,92.14,0
107293,Priya,INST-4535,20:00,0,34.2,34.7,34.2,55.2,10.8,0,21.9,22.27,96.82,0
107294,Akash,INST-1247,6:30,0,20.9,20,38.4,41.8,1.9,0,15.5,19.03,97.62,0
107295,Priya,INST-3746,19:15,0,41.5,41.9,56.9,53.2,12.3,15.5,18.2,19.11,98.2,0.07
107296,Ravi,INST-2340,6:15,5.5,27.7,27.6,56.9,49.8,10.3,19.4,5.6,21.68,97.96,0.06
107297,Kumar,INST-6923,12:45,602.3,36.5,29.6,49.7,42.7,7,21.3,6.6,19.87,94.23,1
107298,Akash,INST-7373,19:15,0,27,26.4,40.8,49,1.3,21.7,9.4,18.16,92.58,0
107299,Meena,INST-6661,3:45,0,26,25.5,89.1,45.8,1.8,5,8.7,21.83,97.63,0.12
107300,Akash,INST-5482,5:15,0,27.4,26,29.4,52.1,12.9,0,0.2,21.92,92.62,0
107301,Divya,INST-3901,7:30,67.9,30.2,28.6,82.3,30.5,11.1,21.6,22.1,22.02,97.66,0.21
107302,Arun,INST-1538,15:00,685.6,28.7,24.5,1.1,22.5,5.2,0,23.2,17.19,96.17,0.93
107303,Meena,INST-7643,1:15,0,24.2,24.8,81.1,69.6,13.1,17.7,9.4,22.99,96.32,0.05
107304,Meena,INST-2216,13:45,699,46.2,40.9,30.9,50.6,1.3,0,28.1,19.25,95.89,0.99
107305,John,INST-4576,4:30,0,34.2,35.2,68.3,60.6,13,16.4,18,22.23,98.19,0
107306,Ravi,INST-1165,0:30,0,27.7,27.8,52.7,71.5,5.1,16.3,14.9,20.77,94.78,0
107307,Ravi,INST-7989,14:45,783.7,42.9,36.7,8.7,30.2,9.1,0,27.2,17.97,94.23,1.08
107308,Kumar,INST-2067,21:30,0,20,19,20.6,55.4,14.1,0,21.9,19.3,92.71,0
107309,Arun,INST-7230,5:30,0,28.7,28.9,98.6,93.1,5.9,17.4,12.3,22.36,92.95,0
107310,Arun,INST-2034,16:00,425.4,35.6,33.7,13.1,87.8,10.2,0,26.4,21.94,95.23,0.61
107311,Meena,INST-4205,4:00,0,41.3,39.9,65.8,77.8,4.1,10.3,1.6,22.5,97.23,0
107312,Divya,INST-1378,4:15,0,33.3,31.8,29.8,27.2,6.9,0,10.7,21.15,98.44,0
107313,Ravi,INST-3055,7:00,183.3,36.2,34.2,35.8,69.2,1.6,0,21,22.09,94.36,0.36
107314,Meena,INST-3227,1:00,0,29,29.1,25.5,45.4,7.4,0,9.6,21.65,95.55,0.04
107315,Divya,INST-4858,11:15,461,37.1,33.5,63.4,75.9,8.9,22.1,20.6,18.36,97.25,0.79
107316,Ravi,INST-6475,7:30,77.2,21.5,21,83.5,41.6,2.2,9.8,10.9,21.68,97.64,0.35
107317,Ravi,INST-6810,10:15,850.3,46.5,38.5,3.2,79.7,12.2,0,23.6,22.86,97.34,1.58
107318,Divya,INST-7857,0:00,0,19.9,18.2,25.9,57.7,2.3,0,16.3,20.43,97.54,0
107319,Meena,INST-6046,0:15,0,36.4,36.9,78.7,25.4,9.4,20.5,21.4,21.83,98.57,0.2
107320,Arun,INST-7070,12:30,882.4,36.3,28.2,13.2,57.1,1.7,0,11.9,18.85,92.62,1.36
107321,Kumar,INST-2630,10:45,304.4,38.7,35.2,75.5,30.3,0.9,9.9,7.6,17.21,93.57,0.49
107322,Priya,INST-1687,14:30,695.1,44.6,39.3,23.4,66,14.7,0,29.3,18.83,95.44,1.12
107323,Priya,INST-5890,13:00,844.1,46.7,40.3,13.9,25.9,8.4,0,28.2,20.8,93.45,1.49
107324,Arun,INST-1186,14:45,355.4,39.9,36.3,72,25.4,2,12.3,1,17.94,98.08,0.65
107325,Priya,INST-8431,9:45,613.2,37.2,30.6,18.7,65.1,8.1,0,1.4,19.79,98.21,1.35
107326,Arun,INST-5149,17:00,137.2,25.1,25.3,54.7,88.7,3.6,19.2,24.6,18.02,98.94,0.18
107327,Ravi,INST-8720,11:30,532.5,24.4,18.7,53.8,58.1,0.6,10.1,2.2,18.38,97.96,0.98
107328,Priya,INST-9439,21:15,0,39.7,40.5,38,68.3,7.8,0,28.8,17.87,95.04,0.02
107329,Kumar,INST-2127,4:15,0,35.5,34.2,73.4,59.4,10.3,0.3,7.8,22.79,95.61,0.2
107330,Kumar,INST-5903,9:45,555.7,36.2,30.9,25.9,61.5,14.5,0,24.2,22.53,93.2,1.14
107331,Akash,INST-9063,3:15,0,37.3,35.8,86.2,61.6,11.8,7.7,25.3,21.26,94.07,0
107332,Kumar,INST-5323,21:15,0,41.2,40.3,99.8,60,3,21.9,1.8,17.02,94.9,0
107333,Arun,INST-7209,1:30,0,28.6,29.3,23,79.2,7.5,0,7.7,19.72,93.75,0.2
107334,John,INST-7899,17:15,109.2,35,34.4,69.4,51.5,2.6,0.6,13.6,22.36,94.48,0.33
107335,Priya,INST-5555,15:00,406.3,40,36.2,50,36.2,8.5,17,29.5,18.01,93.14,0.67
107336,Priya,INST-8202,5:30,0,19.8,21.3,40.4,75,5.5,20.7,18.7,19.69,92.46,0
107337,Ravi,INST-6656,6:15,0,26.9,26.2,5.1,37.6,0.8,0,5.7,21.61,98.29,0.1
107338,Ravi,INST-3194,18:00,8.1,27.7,26,6.4,92.3,10.3,0,22.9,22.99,98.2,0.03
107339,Ravi,INST-8096,4:30,0,31.7,31.7,89.9,72.3,3.2,4,4.2,17.3,95.36,0.11
107340,Kumar,INST-3400,18:30,14.2,35.9,35.1,8,53.1,14.6,0,28.5,19.1,94.57,0.01
107341,John,INST-9618,21:15,0,20.8,20.3,92.6,34.3,13.6,6.2,13.4,21.03,92.46,0.09
107342,Akash,INST-8149,4:45,0,32.2,32.3,70.8,32.6,11.7,21.3,3.5,17.35,94.96,0
107343,Meena,INST-6091,8:30,244.4,43.8,41.1,59.2,69.4,13.7,15.6,22.3,20.93,93.35,0.55
107344,Akash,INST-6010,12:15,923.7,27.9,20.8,9.6,28.1,12.4,0,11.2,22.89,94.98,1.79
107345,John,INST-5303,1:15,0,16.7,18.3,82.9,37.1,2.5,16.7,14.7,17.08,97.1,0.09
107346,Kumar,INST-1596,23:00,0,24.1,24.9,55.7,78.2,9.9,23,2.9,22.25,92.15,0
107347,Akash,INST-7063,19:15,0,23.6,24.1,40.6,30.7,0.4,21.2,25.8,18.24,93.89,0.17
107348,Priya,INST-4157,6:30,1.7,38.6,39.5,42.7,62,3.6,7.6,3.4,20.05,95.31,0.09
107349,John,INST-8600,8:15,334.8,35.2,33.4,39.2,66.8,7.9,0,24.8,20.28,93.82,0.69
107350,Meena,INST-8812,2:15,0,23.6,25.3,44.5,78.8,5.6,13.3,30,18.07,95.57,0.02
107351,Divya,INST-3314,8:00,206.2,42.4,39.4,74.3,69.6,7.3,10.2,28.5,21.1,95.98,0.37
107352,Priya,INST-3971,13:45,939.3,42.3,35.6,1.4,92.2,4.5,0,18.5,21.97,93.13,1.69
107353,John,INST-6967,20:00,0,33.1,32.4,30.8,41.2,3.8,0,3.4,19.75,98.69,0
107354,Priya,INST-3146,20:45,0,36.2,35.9,60.5,55.8,7.7,0.9,1.6,19.34,93.26,0
107355,Arun,INST-8809,6:00,0,35.6,36.6,88.4,77.3,8.5,1.1,5.7,20.51,95.79,0
107356,Priya,INST-3585,18:45,0,36.2,37.7,76.4,23.2,5.1,24.5,16,18.38,97.95,0.15
107357,Meena,INST-5699,2:30,0,28,27.8,94.5,88.1,12,4.9,1.1,17.05,97.74,0
107358,Akash,INST-9871,19:00,0,28.4,27.8,90.8,54.5,14.9,18.9,23.1,21.69,92.63,0
107359,Kumar,INST-6539,18:15,13.4,20.7,21.7,39,88.7,14.3,0,18.8,19.96,98.13,0.08
107360,Ravi,INST-3111,22:00,0,26.5,25.9,60.7,47.9,4.7,10.6,15.8,19.76,98.9,0.15
107361,Divya,INST-3656,14:00,757.7,33.9,28.9,16,25.6,8.7,0,25.6,21.16,94.57,1.18
107362,Arun,INST-6561,13:45,357.3,21.5,19.9,74.7,48.9,7.4,17.7,19.8,17.62,98.61,0.39
107363,Ravi,INST-6130,15:45,589.1,42.9,37.4,21.6,93.4,5.5,0,4.9,21.77,92.32,1.1
107364,Priya,INST-9465,12:15,616.4,29.4,22.8,45.4,90.1,7.2,2.8,14.3,19.32,94.77,0.92
107365,Akash,INST-6090,4:00,0,22.7,21.4,67.5,68.5,3.4,1.4,14.3,20.68,96.28,0
107366,Ravi,INST-3154,7:45,141.1,25.2,22.7,56.9,36.2,14.1,4,22.1,18.56,98.46,0.12
107367,John,INST-5558,11:45,860.2,32.9,27.3,13.4,58.1,7.1,0,12.1,20.74,95.44,1.54
107368,John,INST-7229,0:00,0,27.4,26.4,60,73.2,5.5,3.8,22.1,21.21,92.5,0
107369,John,INST-2973,17:00,191.5,24.5,22.8,28.2,95,4.1,0,4.8,20.93,98.77,0.3
107370,Priya,INST-8851,18:30,1,33.6,33.4,44.8,36.7,14.1,16.5,0.6,19.39,96.5,0.05
107371,Akash,INST-2810,14:15,775.8,26.3,20.4,13.2,79,3.2,0,24.4,20.24,96.65,1.47
107372,Kumar,INST-3487,10:00,707,32,28,24.2,70.1,14.1,0,23.4,18.59,98.32,1.34
107373,Ravi,INST-4629,22:45,0,20.2,19.7,65.3,42.7,9.2,0.9,0.8,21.61,98.39,0.08
107374,Arun,INST-3008,7:30,70.1,43.3,40.8,83.5,55.7,10.6,8.9,21.2,21.94,94.61,0.13
107375,Akash,INST-2365,5:30,0,35.3,33.9,46.2,34,10.5,10,19.3,21.54,92.93,0.15
107376,Divya,INST-9940,22:00,0,27.5,28.2,94.2,84.9,13,16.2,19.5,21.87,92.72,0
107377,Kumar,INST-3566,20:15,0,22.8,23.5,82.6,25.9,6.2,9.6,26.3,17.62,95.27,0.15
107378,Akash,INST-5742,8:15,274.8,25,21.3,55.2,52,11.9,24.7,8.1,21.53,96.86,0.51
107379,Divya,INST-9775,5:30,0,39.1,39.2,56.5,44.9,0.1,2.6,2.3,17.09,94.62,0.06
107380,Ravi,INST-9884,9:15,611.9,46.5,41.5,14.7,31.8,12.3,0,19.3,19.21,95.01,1.13
107381,Ravi,INST-8920,1:00,0,27.9,28,77,89.6,11.7,20.3,25.6,21.46,98.71,0.19
107382,Akash,INST-1493,19:30,0,26.3,26.3,97.2,61.7,12,14.5,9.4,20.28,96.79,0.16
107383,Kumar,INST-4286,19:30,0,19.7,19,90.8,42.2,13.1,17.5,2.6,22.37,97.42,0
107384,Priya,INST-1330,22:15,0,26.2,28.1,80.7,36.8,14.8,13.1,25,20.82,92.36,0
107385,Priya,INST-1665,23:15,0,18.4,20.4,49,42.2,4.2,22.4,29.1,18.13,94.75,0
107386,Divya,INST-3250,13:45,644.5,25.7,22.4,42.3,69.3,13.5,18.5,23.8,20.79,94.03,1.13
107387,Meena,INST-7696,3:00,0,35.9,35.4,95.5,53.7,3.5,12.8,28.2,17.54,92.85,0.18
107388,Kumar,INST-9291,14:15,741.6,37.5,29.4,16.9,80.2,6.8,0,7.2,19.39,97.16,1.31
107389,Priya,INST-8915,18:15,0,40.1,39.3,46.7,43.1,7,24.6,27.3,19.91,96.95,0
107390,Arun,INST-1168,18:30,16.5,42.3,40.8,4.9,88.9,10.5,0,0.1,20.04,95.97,0.08
107391,Ravi,INST-8556,19:00,0,30.8,32.4,90.5,67.1,11.2,13.8,25.1,18.52,93.28,0.13
107392,John,INST-7672,14:45,633.8,22.4,18.4,30.2,27.7,1.5,0,29.1,18.29,96.75,1.01
107393,Arun,INST-1413,17:45,149.8,35.2,32.8,43.4,64.3,1.6,1.2,17.7,21.72,94.72,0.31
107394,Meena,INST-4943,18:30,14,42.3,40.4,19.6,21.9,8.2,0,24.8,20.04,95.27,0.11
107395,Kumar,INST-7780,15:45,270.3,22.5,21,73.2,93.4,14.6,20.5,18.7,21.17,96.47,0.69
107396,Priya,INST-2934,20:30,0,31.7,29.8,68.2,26.1,10.9,9.9,22.6,20.35,95.2,0
107397,Meena,INST-1748,14:00,322.3,33.3,30.5,75.2,64.2,7.5,15,3.9,18.14,92.09,0.49
107398,Akash,INST-4563,18:15,13.5,31.7,31,8.1,22,9.3,0,14.1,18.09,92.25,0
107399,Priya,INST-5844,14:30,373.2,22.4,20.6,70.1,49.8,4.4,20.5,16.7,21.04,98.62,0.89
107400,Ravi,INST-2696,4:45,0,21.4,20.1,79.7,20.3,8.5,21.5,13.2,22.7,95.63,0
107401,Ravi,INST-2255,14:30,793.7,36.7,29,9.7,61.1,4.4,0,3.9,22.63,98.56,1.83
107402,Ravi,INST-4999,11:00,894.7,34.1,24.7,6.8,44.1,0.1,0,6.8,20.03,95.99,1.53
107403,Meena,INST-8253,3:45,0,17.9,19.9,91.6,76.9,4.3,1.4,15.4,22.73,95.08,0
107404,Akash,INST-2600,0:30,0,18.6,19.6,67.2,56.8,7,3.4,21.6,18.95,97.51,0.09
107405,Meena,INST-6600,22:15,0,24.7,24.5,20.3,54.4,11.7,0,9.3,22.49,97.02,0
107406,John,INST-9145,13:30,926.9,45.1,36.6,5.4,39.8,10.5,0,24.3,18.13,97.15,1.47
107407,Arun,INST-2222,10:15,614.7,31.9,27.6,36.8,70.3,6.4,0,5.6,18.16,94.63,1.08
107408,Kumar,INST-9571,21:30,0,27,28.7,40.1,93.3,14.7,19.3,7.9,17.19,95.28,0.16
107409,Kumar,INST-6362,17:30,198,21.9,21,23.8,27.1,12.2,0,9.8,17.27,95.73,0.3
107410,Ravi,INST-9627,18:15,0,36.2,36.1,52.9,34.1,5.5,19.1,16.3,22.05,92.14,0.07
107411,Kumar,INST-1910,18:00,0,34.9,33.4,64.4,91.7,7.6,19,9,21.09,93.86,0.14
107412,John,INST-8911,12:45,523.5,28.8,25.1,59.1,44.9,9.2,24.9,9.1,17.32,95.11,0.66
107413,Arun,INST-5185,2:45,0,31.3,32.6,83.3,41.6,0.6,3.5,7.2,22.7,97.92,0
107414,Arun,INST-9845,10:00,377.2,26.8,25.2,65.8,32.5,13.9,9.4,21.3,19.28,98.05,0.76
107415,Ravi,INST-1176,9:30,672.7,48.9,41.5,3.8,82,2.7,0,1.6,19.52,94.55,1.35
107416,Kumar,INST-7529,17:15,223.7,36.2,34.5,16.8,34.4,2.7,0,11.5,20.47,92.31,0.51
107417,Divya,INST-6846,20:00,0,28,26.7,37,70.7,5.3,0,0.9,19.9,94.49,0.1
107418,Meena,INST-6192,18:00,0,31.9,31.9,5.1,68.2,12,0,0.3,22.88,95.31,0
107419,Kumar,INST-5618,0:30,0,42.5,41.4,30.8,25.2,1.7,0,25.5,18.69,94.34,0.01
107420,Arun,INST-8415,0:15,0,36.4,34.9,71.4,78.6,8.4,13,24,21.63,93.49,0.17
107421,Arun,INST-2985,7:00,212.4,38.1,35.9,20.7,32.2,5.3,0,20.6,22.36,94.46,0.43
107422,Divya,INST-4772,10:15,619.5,34.9,31.6,36.8,42.8,9.3,0,19,22.22,94.08,1.08
107423,Priya,INST-5673,15:30,303.3,36.5,35,71.3,89,6.7,5.7,6.5,18.35,94.84,0.54
107424,Priya,INST-1848,14:00,828,34.2,27.8,3.3,90.8,8.9,0,22.7,17.58,92.96,1.03
107425,Akash,INST-5855,6:45,14.1,36.1,36.5,55.2,52.8,3.8,6.7,15.6,20.1,92.98,0.09
107426,Divya,INST-4788,10:45,213.9,34.9,31.3,89.6,35.7,5.6,4.8,27.5,22.54,94.91,0.38
107427,Divya,INST-9331,19:15,0,29.9,31.5,63.8,64.5,13.1,9.7,7.2,21.39,94.63,0.15
